Feature,Importance,Is_Missing_Flag
486,0.018041101494263988,False
95,0.017136626888499026,False
351,0.016888481709042738,False
213,0.016604849992485432,False
103,0.016194865374138508,False
59,0.01465406661198084,False
33,0.013818876218084608,False
433,0.012866604695545016,False
28,0.0121198243638566,False
31,0.011602719150901627,False
559,0.010789324912271695,False
419,0.010609568910486925,False
247,0.009354789258557525,False
561,0.009189586202391825,False
511,0.008874933748597658,False
510,0.008679327073432549,False
205,0.00839240815974946,False
519,0.008146141047489659,False
563,0.006959164029817709,False
477,0.0066859988999101415,False
345,0.006378891411308274,False
200,0.006276545096522921,False
560,0.006214865559352774,False
345_is_missing,0.006057388441842458,True
377,0.0059023861358385365,False
547,0.0058342614014283605,False
489,0.005410163786174693,False
130,0.005339301375719154,False
385,0.005335330005928848,False
72_is_missing,0.005286815026346393,True
73_is_missing,0.005201758368359568,True
64,0.005191156684219754,False
281,0.004669228135225303,False
180,0.004622606515398765,False
346,0.004593232828818428,False
479,0.004566880311422428,False
124,0.004553867400326856,False
308,0.00441732658166089,False
121,0.004389180729458867,False
102,0.0043715297697937165,False
65,0.004264409672708755,False
336,0.004142382103209197,False
278,0.0039467687910597375,False
91,0.0038240505608933156,False
280,0.0037493727047081984,False
146,0.003722217541615265,False
129,0.003667058928768445,False
309,0.003460638216618549,False
455,0.003457964709299149,False
452,0.003442309674477558,False
357,0.003421387082561057,False
579_is_missing,0.0034044819720992713,True
207,0.003390062541476791,False
302,0.0033717832451589367,False
43,0.0032962812365898817,False
580_is_missing,0.0032890600784257454,True
392,0.0032786410511812286,False
197,0.0032701073191204115,False
341,0.003169613646637731,False
319,0.003116229924645301,False
343,0.003047673538411209,False
430,0.003037981203148765,False
390,0.0030323954591019303,False
32,0.0030286574007589787,False
294,0.0030156615722831963,False
425,0.0030122891820589925,False
126,0.002992082987007203,False
310,0.0029787871299958163,False
21,0.002928196776711455,False
144,0.0029281719970280866,False
272,0.0028904000894101754,False
127,0.002770505615154437,False
111,0.002729968370793334,False
173,0.0026606985918118118,False
411,0.0026416400830212433,False
132,0.002633520144977312,False
417,0.0026140717637122167,False
487,0.0025841845165793472,False
270,0.0025592074986913998,False
116,0.002552322815820518,False
469,0.002535456639717909,False
58,0.0025295575313607644,False
268,0.002489652580541437,False
250,0.002486508963441459,False
9,0.002485852638053173,False
406,0.002480431669222617,False
388,0.0024740842365990564,False
101,0.002463293933790088,False
446,0.0024267580459700184,False
113,0.002415770549401193,False
444,0.0024052233806530566,False
115,0.0023628249351580668,False
94,0.0023560358576776705,False
63,0.002335983391004811,False
39,0.0023341211983388672,False
297,0.002322406036898205,False
360,0.0023032662326718787,False
15,0.0022940389164646177,False
254,0.0022824697802105204,False
516,0.0022683721556398346,False
500,0.0022564817525412384,False
335,0.0022512361741755167,False
239,0.002239305853564489,False
346_is_missing,0.0022277937106008226,True
460,0.002221186245100536,False
175,0.0022201178983491288,False
100,0.0021901771022397945,False
172,0.0021861628168731435,False
202,0.002185833149085912,False
290,0.0021823572055725566,False
307,0.002180421121257273,False
286,0.00217924195290188,False
376,0.00217568166152935,False
53,0.0021709646482212775,False
159,0.002164148764903652,False
14,0.0021522253008317686,False
185,0.002144114658712218,False
382,0.002120313249122078,False
56,0.002111687391616703,False
244,0.002101932101888981,False
196,0.0020979004703052225,False
581_is_missing,0.0020738105537076346,True
181,0.002051405223381051,False
471,0.002042507078633747,False
109,0.002035182382999855,False
160,0.0020282948202343235,False
484,0.0020259663399675573,False
40,0.002012670440020304,False
201,0.0020083040499000817,False
117,0.002001045231893074,False
445,0.0020001762825808517,False
287,0.0019885175906733652,False
123,0.0019885005136460244,False
496,0.001985708081079554,False
321,0.0019841338844836806,False
526,0.001974929145489687,False
453,0.0019687089692826194,False
483,0.0019584660481590716,False
36,0.0019462118638429097,False
524,0.001945002676850232,False
588,0.001943953709661605,False
480,0.0019406032823707177,False
423,0.0019362710719132744,False
333,0.001929141854323747,False
75,0.0019177648465514851,False
587,0.001916019686119383,False
578_is_missing,0.0019140379601898674,True
17,0.0018979456886935283,False
88,0.0018839322613646036,False
282,0.0018661770779935824,False
468,0.0018659103806574972,False
279,0.0018630928297308606,False
47,0.001861885785092105,False
405,0.001860393296538728,False
155,0.0018539295686826995,False
92,0.0018288373384735181,False
7,0.0018210184485910707,False
131,0.0018180020962972837,False
174,0.0018165920439161623,False
428,0.0018138647915424435,False
296,0.0018102869613078848,False
137,0.0018098082334899064,False
318,0.0018089739666627685,False
548,0.0018046936372427063,False
25,0.0017946197414571152,False
431,0.0017752923254579962,False
86,0.0017691441396991208,False
183,0.0017677869756067628,False
70,0.0017547034549174226,False
416,0.0017535594133128347,False
316,0.0017507031580599316,False
273,0.0017502981543846632,False
432,0.0017429618679624126,False
167,0.0017347736257879184,False
78,0.001733840235802782,False
344,0.0017260889526193321,False
152,0.0017245610725133602,False
541,0.0017215441406017514,False
356,0.0017195517064128797,False
295,0.001714675306685543,False
2,0.001700462980411478,False
187,0.0016986391584475735,False
16,0.0016960382513983767,False
267,0.0016861297982680903,False
19,0.0016763544621835693,False
571,0.0016761919214942013,False
577,0.0016675745490496074,False
543,0.0016443112354124956,False
331,0.0016431828697312815,False
412,0.0016409934964652293,False
71,0.0016396617850716962,False
288,0.0016336620849705702,False
443,0.001624940281305898,False
437,0.0016200219477809038,False
497,0.0016174411741050232,False
363,0.0016147491256025418,False
457,0.001603726355707367,False
55,0.0015709121495050202,False
90,0.0015703394591395456,False
252,0.001567262739936716,False
50,0.0015635379098401616,False
24,0.0015631039951735988,False
589,0.0015628039067545748,False
586,0.0015582140281657898,False
143,0.00155662353555036,False
383,0.0015362841039677038,False
150,0.0015136617622970735,False
426,0.0015052306994031667,False
89,0.001504297407769787,False
108,0.0014975199194096295,False
522,0.0014859719920939265,False
112,0.001479567041797393,False
410,0.0014793632129468542,False
581,0.0014689544685843356,False
30,0.0014675909475587434,False
122,0.0014650498469741945,False
365,0.0014649383910261488,False
203,0.0014644479577382837,False
338,0.0014371644017624379,False
119,0.00143557294841623,False
76,0.0014335181374896713,False
493,0.0014250200365695104,False
54,0.001422776380875961,False
79,0.0014226344282516695,False
323,0.0014225013423495646,False
470,0.001414818632261334,False
34,0.0014102325597223412,False
540,0.001404249474315275,False
418,0.0014041204094738806,False
11,0.0014016114454445522,False
352,0.0014002890549230684,False
459,0.0013981081038475045,False
539,0.0013931600463254403,False
51,0.0013927744684141307,False
555,0.0013900026175986476,False
161,0.0013887734108128551,False
162,0.0013846062732432898,False
349,0.0013773765523531513,False
549,0.0013753852673269358,False
37,0.001365585978930932,False
579,0.0013655680810043629,False
271,0.0013631785294496936,False
27,0.001359047661481482,False
552,0.0013575827026519752,False
44,0.0013560093784029336,False
585,0.0013532037309434925,False
311,0.001349876554850698,False
255,0.001349009013873888,False
105,0.001342379231417792,False
283,0.0013409784531687827,False
87,0.001339618223359821,False
72,0.0013322711348620192,False
274,0.0013314280938883792,False
156,0.0013248589016669806,False
125,0.0013240320712693196,False
339,0.001323865207627112,False
195,0.001322511665868353,False
320,0.0013202555697175915,False
420,0.0013154565393058842,False
0,0.0013117539461258321,False
269,0.0013084780663652684,False
81,0.0013017715665272836,False
546,0.0013008485760073853,False
182,0.0012996300950791134,False
435,0.0012987944738228157,False
68,0.001297594974906542,False
317,0.0012959744671260961,False
285,0.001295810603056258,False
212,0.0012955309743613729,False
217,0.001288314421046822,False
413,0.0012862909517209597,False
306,0.001278235419748141,False
208,0.0012675029304730257,False
41,0.0012556679342697779,False
118,0.0012550925245642082,False
439,0.001244797994773307,False
6,0.0012441604451346347,False
490,0.0012432546874195144,False
22,0.0012415118138123268,False
153,0.001216063254838017,False
138,0.0012158670371540694,False
164,0.001211550155563326,False
48,0.0012018935760842325,False
221,0.001201065659911616,False
176,0.0012007697075403585,False
177,0.0012003764753526001,False
582,0.0011973966272911202,False
348,0.0011969319681127465,False
408,0.0011966103463986182,False
169,0.0011933655740677964,False
472,0.0011924793323911346,False
238,0.0011894012031441708,False
570,0.0011886351347844657,False
199,0.0011794140087440135,False
467,0.0011772216256051198,False
107,0.0011724217732038543,False
299,0.0011690945445560978,False
211,0.0011649339614450435,False
300,0.0011608406804065725,False
66,0.001148665479246841,False
214,0.0011443467619811824,False
168,0.0011427965310620946,False
147,0.0011416576326487486,False
475,0.0011416296956957774,False
73,0.0011414717789779859,False
362,0.0011369831960083298,False
438,0.0011365927030494334,False
188,0.0011282294877566457,False
223,0.001121068323973671,False
312,0.0011172052541133979,False
171,0.0011168514423171606,False
3,0.0011086904526015054,False
154,0.001104491202317245,False
523,0.001098471557082256,False
298,0.0010975056223148571,False
253,0.0010945589175267098,False
474,0.0010894125996900208,False
442,0.0010872874501963213,False
83,0.0010804883314194157,False
45,0.001079532279645587,False
573,0.0010777927857165252,False
219,0.0010740331420818006,False
145,0.0010716800147978886,False
61,0.0010700219714926402,False
57,0.001069830165913282,False
99,0.0010688094530870748,False
574,0.0010643604558416848,False
525,0.001062403889390007,False
584,0.0010600271140870888,False
353,0.0010514568171569806,False
82,0.0010475212162733684,False
225,0.0010450833328781725,False
393,0.0010423906178380776,False
84,0.0010416491199118178,False
46,0.0010413305594047142,False
366,0.0010320937909315782,False
332,0.0010248050167243274,False
165,0.0010239921869185198,False
553,0.0010234122955807565,False
184,0.0010193052762959075,False
434,0.0010189373765920452,False
112_is_missing,0.0010188056864235539,True
210,0.0010170834494471312,False
227,0.0010163796147265116,False
26,0.0010094320979197313,False
424,0.0010085297403392545,False
491,0.0010077956146679803,False
151,0.0010020236731920875,False
133,0.0009997003645299783,False
96,0.000996862433703107,False
98,0.0009920499890367783,False
67,0.0009836220741246055,False
447,0.0009833410750883086,False
23,0.0009833184080711283,False
527,0.0009815313506539,False
166,0.000981041346676532,False
8,0.0009806995213354098,False
4,0.0009780289478564408,False
301,0.0009742360285973225,False
359,0.0009732188748273079,False
251,0.0009716410510162983,False
18,0.0009706033901795357,False
275,0.0009684875254868005,False
441,0.0009669571160156382,False
340,0.0009661702530437886,False
198,0.0009630020316097487,False
60,0.0009608194111130854,False
20,0.0009595028800462498,False
550,0.0009579679379426427,False
224,0.0009579578801728537,False
440,0.0009546800483194077,False
134,0.0009526855965171813,False
421,0.0009508244214336875,False
139,0.0009466211014618757,False
482,0.0009434302136216936,False
583,0.0009430225463409894,False
104,0.0009427556809820822,False
567,0.0009406458079337665,False
367,0.0009368625194213891,False
485,0.0009292644807046306,False
337,0.0009273824910318348,False
29,0.0009244717189111381,False
135,0.0009201559648037963,False
291,0.0009174120832058974,False
355,0.0009157751144687164,False
110,0.0009145700881737259,False
148,0.0009117752872432605,False
566,0.0009115863952685292,False
495,0.0009055310086363053,False
572,0.0009003330170332971,False
545,0.0008924880482224157,False
562,0.0008822874628602416,False
334,0.0008787413006188157,False
386,0.000875435449420872,False
488,0.0008716551531731707,False
289,0.00086738177052211,False
215,0.0008662499402837248,False
499,0.0008652097263647273,False
204,0.0008601257806074777,False
303,0.0008594760969447112,False
454,0.0008588900317926864,False
12,0.0008508582357964564,False
218,0.000841276170640426,False
517,0.0008403725362089013,False
358_is_missing,0.0008271835386526778,True
516_is_missing,0.000825008283566601,True
575,0.0008237207940134676,False
304,0.0008194607055094534,False
62,0.0008191247067862661,False
448,0.0008144212511201236,False
324,0.0008066025134656976,False
436,0.0008043292967648658,False
77,0.0008007414906088149,False
569,0.0007860664927792345,False
350,0.0007839381173660028,False
564,0.0007763508653622898,False
456,0.0007749167797097464,False
389,0.000771682094984746,False
140,0.0007645474552669685,False
354,0.0007610640761145773,False
1,0.0007566826858688841,False
35,0.0007526413122025114,False
565,0.0007490785787390334,False
222,0.0007463122459012381,False
429,0.0007453364109787198,False
170,0.0007448920860749485,False
556,0.0007407945882075789,False
473,0.0007342899348033168,False
544,0.0007282960875517498,False
228,0.0007171304133974502,False
247_is_missing,0.000715376479456075,True
407,0.0007048713883926389,False
476,0.0006934978945927838,False
427,0.0006934394357071328,False
93,0.0006846512908430861,False
136,0.0006753982630870142,False
277,0.0006676157791136232,False
305,0.0006496821976632507,False
551,0.0006448379202720096,False
368,0.0006443055500919119,False
580,0.0006430527563022213,False
120,0.0006428129039188373,False
518,0.0006426051929755682,False
578,0.0006425411905307125,False
10,0.0006333904243477304,False
163,0.0006287394254579552,False
415,0.0006210651281622281,False
248,0.0006198391200285204,False
383_is_missing,0.0006148160804628626,True
558,0.000597536535297789,False
520,0.0005955660363220907,False
557,0.000591504775872038,False
80,0.0005785550878093117,False
554,0.0005695140100058815,False
542,0.0005677321801314441,False
38,0.0005636284651967022,False
216,0.0005619970239555179,False
409,0.0005526114992453606,False
391,0.0005427947471175233,False
494,0.0005351847493092681,False
517_is_missing,0.0005071585912495544,True
361,0.0005061580454665584,False
220,0.000505737960681976,False
106,0.0004894864952358258,False
157,0.00047916300241425034,False
128,0.0004756809295272309,False
576,0.0004612075337675571,False
568,0.00045602857478702454,False
142,0.0004545317092299727,False
569_is_missing,0.00045185914734018594,True
519_is_missing,0.0004490162851159966,True
384_is_missing,0.0004386003967946498,True
292,0.00042809194014228007,False
245,0.0004112577841473908,False
554_is_missing,0.00040482000801466604,True
549_is_missing,0.00039825938152475036,True
110_is_missing,0.0003602319487003284,True
550_is_missing,0.00034214019398222617,True
546_is_missing,0.00033659076335298033,True
85,0.0003356523614682269,False
555_is_missing,0.0003327223804189877,True
245_is_missing,0.00031799425636133086,True
358,0.00031209948000881696,False
492,0.00031011156150794015,False
158_is_missing,0.00030595923783965147,True
385_is_missing,0.0002931296043442243,True
562_is_missing,0.00029287888502164326,True
293_is_missing,0.00029187923758542203,True
246,0.00027880745789236633,False
293,0.0002742326717503934,False
220_is_missing,0.00027338522127245496,True
563_is_missing,0.00026204412139297197,True
157_is_missing,0.0002524299243822458,True
556_is_missing,0.0002461906180604105,True
158,0.0002450934776474478,False
387,0.00023135986529883624,False
567_is_missing,0.0002233393283203516,True
292_is_missing,0.0002173393738933739,True
85_is_missing,0.00021572722270477707,True
114,0.0002076323385155125,False
566_is_missing,0.00019591608949126902,True
552_is_missing,0.00019179138022987723,True
384,0.00018734483125776736,False
553_is_missing,0.00017196198953643856,True
565_is_missing,0.00016801765806746634,True
548_is_missing,0.0001667790645291432,True
109_is_missing,0.0001663510254361735,True
111_is_missing,0.000163798468257523,True
564_is_missing,0.00015582785246584193,True
382_is_missing,0.00015332552116251343,True
492_is_missing,0.00012204162202520315,True
547_is_missing,0.00011566447397896122,True
249,0.00011083702730596291,False
551_is_missing,0.00010425322689137408,True
568_is_missing,8.544595742845412e-05,True
518_is_missing,7.568514971685428e-05,True
521,5.2080857357097565e-05,False
244_is_missing,4.265077052366501e-05,True
246_is_missing,3.235365191354998e-05,True
557_is_missing,1.6245978843446393e-05,True
74,0.0,False
209,0.0,False
347,0.0,False
342,0.0,False
206,0.0,False
478,0.0,False
